condition,encoding_pred,encoding_true,decision_pred,decision_true,confirmation_pred,confirmation_true,response_pred,response_true
AC,0.033195022,0.16182573,0.22406639,0.22821577,0.65975106,0.42323652,0.97095436,0.97095436
SP,0.08,0.256,0.52,0.52,0.736,0.0,0.888,0.88
SP,0.0625,0.1375,0.4125,0.725,0.5875,0.0,0.95,0.95
AC,0.021052632,0.014035088,0.13333334,0.22807017,0.7122807,0.49824563,0.9403509,0.9403509
SP,0.06875,0.075,0.2125,0.35625,0.4875,0.0,0.95625,0.95
SP,0.08943089,0.23577236,0.398374,0.398374,0.6178862,0.0,0.93495935,0.9430894
SP,0.067567565,0.4054054,0.6891892,0.7027027,0.5675676,0.0,0.9324324,0.9459459
AC,0.05957447,0.12765957,0.22978723,0.22553192,0.506383,0.4425532,0.9744681,0.9787234
SP,0.055214725,0.073619634,0.26993865,0.26993865,0.66871166,0.0,0.9325153,0.9693251
AC,0.018957347,0.13744076,0.3222749,0.3270142,0.39810428,0.65876776,0.97630334,0.98578197
AC,0.05899705,0.097345136,0.10324484,0.15339233,0.50442475,0.41297936,0.9587021,0.97935104
AC,0.025316456,0.044303797,0.1392405,0.1329114,0.70886075,0.6898734,0.943038,0.943038
AC,0.04464286,0.16517857,0.24553572,0.24553572,0.5223214,0.69196427,0.97321427,0.97321427
AC,0.04519774,0.118644066,0.096045196,0.3898305,0.53672314,0.55932206,0.9717514,0.97740114
SP,0.034782607,0.034782607,0.12173913,0.47826087,0.62608695,0.0,0.9478261,0.9652174
SP,0.028169014,0.16901408,0.3802817,0.35915494,0.7394366,0.0,0.9366197,0.9507042
SP,0.048275862,0.19310345,0.4275862,0.4275862,0.5586207,0.0,0.9172414,0.9034483
AC,0.022792023,0.01994302,0.15099715,0.15099715,0.47863248,0.47863248,0.962963,0.982906
SP,0.020134227,0.295302,0.20134228,0.557047,0.32885906,0.0,0.9395973,0.97315437
SP,0.036363635,0.33636364,0.4909091,0.4909091,0.73636365,0.0,0.93636364,0.93636364
SP,0.13725491,0.18627451,0.3627451,0.44117647,0.7647059,0.0,0.9411765,0.95098037
AC,0.069869,0.082969435,0.17030568,0.16593887,0.69868994,0.5414847,0.9737991,0.9781659
SP,0.05263158,0.062200956,0.24401914,0.49282297,0.7416268,0.0,0.9665072,0.97129184
SP,0.04195804,0.034965035,0.23076923,0.23776224,0.33566433,0.0,0.9300699,0.9300699
AC,0.077380955,0.13690476,0.29166666,0.1904762,0.5952381,0.85714287,0.96428573,0.97619045
AC,0.05292479,0.07799443,0.17270195,0.13649026,0.44289693,0.51810586,0.97771585,0.96657383
AC,0.026119404,0.03358209,0.26119402,0.26492536,0.54850745,0.51119405,0.95522386,0.9365672
AC,0.02955665,0.13300492,0.27586207,0.27093595,0.5320197,0.5123153,0.9408867,0.9408867
SP,0.06,0.06,0.36,0.36,0.6533333,0.0,0.9533333,0.96666664
SP,0.028169014,0.03521127,0.35211268,0.52816904,0.63380283,0.0,0.9507042,0.943662
SP,0.0295858,0.02366864,0.36094674,0.34319526,0.6390532,0.0,0.9704142,0.9704142
SP,0.15384616,0.16666667,0.42307693,0.5641026,0.33333334,0.0,0.9358974,0.94871795
AC,0.024390243,0.030487806,0.3292683,0.32317072,0.7256098,0.70731705,0.94512194,0.9695122
SP,0.05235602,0.04712042,0.19371727,0.30366492,0.6439791,0.0,0.947644,0.9790576
SP,0.067307696,0.40384614,0.5192308,0.50961536,0.61538464,0.0,0.96153843,0.97115386
AC,0.043243244,0.17837837,0.2972973,0.2972973,0.4972973,0.65405405,0.96756756,0.97837836
SP,0.039647575,0.26431718,0.17621145,0.36123347,0.50220263,0.0,0.95154184,0.938326
SP,0.05263158,0.04385965,0.14035088,0.80701756,0.71929824,0.0,0.95614034,0.95614034
SP,0.2264151,0.23584905,0.41509435,0.4245283,0.6415094,0.0,0.8962264,0.9433962
AC,0.016722407,0.14715719,0.110367894,0.24749164,0.5652174,0.4180602,0.9832776,0.9832776
AC,0.016835017,0.026936026,0.18855219,0.18855219,0.4781145,0.6296296,0.959596,0.989899
SP,0.086538464,0.125,0.53846157,0.53846157,0.7019231,0.0,0.91346157,0.91346157
SP,0.061797753,0.061797753,0.21348314,0.21348314,0.57865167,0.0,0.96067417,0.96629214
SP,0.11888112,0.13986014,0.46853146,0.48251748,0.72727275,0.0,0.9370629,0.9300699
AC,0.04,0.15,0.3,0.315,0.705,0.69,0.965,0.94
SP,0.10843374,0.31325302,0.6385542,0.6385542,0.4939759,0.0,0.939759,0.9518072
AC,0.027472528,0.032967035,0.2747253,0.2747253,0.6593407,0.5824176,0.97252744,0.98351645
AC,0.026737968,0.101604275,0.18181819,0.26737967,0.4064171,0.3529412,0.96791446,0.96791446
SP,0.15189873,0.11392405,0.5063291,0.15189873,0.36708862,0.0,0.9240506,0.9240506
SP,0.054054055,0.14594595,0.27567568,0.27567568,0.6486486,0.0,0.9567568,0.972973
AC,0.022123894,0.15044248,0.35840708,0.36725664,0.55309737,0.8716814,0.9557522,0.96460176
AC,0.0295858,0.0295858,0.09467456,0.088757396,0.7278106,0.591716,0.9230769,0.97633135
SP,0.064327486,0.07602339,0.13450292,0.13450292,0.6725146,0.0,0.9649123,0.9766082
SP,0.04137931,0.13103448,0.3448276,0.33793104,0.56551725,0.0,0.94482756,0.93793106
AC,0.041025642,0.020512821,0.2974359,0.2974359,0.5692308,0.50769234,0.95897436,0.96410257
SP,0.06140351,0.2631579,0.5,0.50877196,0.5877193,0.0,0.94736844,0.95614034
AC,0.02877698,0.26618704,0.37410071,0.38129497,0.5827338,0.66906476,0.9640288,0.9784173
AC,0.061349694,0.0797546,0.34355828,0.34355828,0.74233127,0.77300614,0.9447853,0.9693251
SP,0.038709678,0.045161292,0.32903227,0.33548388,0.7032258,0.0,0.9483871,0.9741936
AC,0.033994336,0.02549575,0.18130311,0.18130311,0.611898,0.59773374,0.9716714,0.9348442
AC,0.067510545,0.17721519,0.32911393,0.12658228,0.5063291,0.37130803,0.97890294,0.97890294
AC,0.01858736,0.11524164,0.18587361,0.18587361,0.3605948,0.34200743,0.9591078,0.95539033
SP,0.07035176,0.10050251,0.30150753,0.40703517,0.5728643,0.0,0.9296482,0.9698492
AC,0.05185185,0.08888889,0.17407407,0.29259259,0.55185187,0.44074073,0.97407407,0.9777778
SP,0.027210884,0.17687075,0.46258503,0.46938777,0.59183675,0.0,0.9319728,0.92517006
AC,0.03255814,0.13488372,0.32093024,0.33023256,0.6139535,0.44651163,0.9116279,0.95813954
AC,0.03723404,0.015957447,0.17553191,0.43617022,0.62234044,0.79787236,0.9468085,0.9787234
AC,0.019607844,0.08235294,0.14509805,0.15686275,0.5803922,0.22745098,0.9764706,0.9764706
AC,0.027272727,0.11818182,0.28636363,0.15,0.5,0.5181818,0.95454544,0.9818182
AC,0.043824703,0.035856575,0.25896415,0.2549801,0.45019922,0.8366534,0.9681275,0.9721116
SP,0.04587156,0.09174312,0.27522936,0.27522936,0.6055046,0.0,0.9266055,0.94495416
AC,0.08372093,0.023255814,0.12093023,0.11162791,0.26046512,0.29302326,0.97209305,0.98139536
AC,0.027027028,0.14054054,0.25945947,0.27567568,0.61621624,0.46486485,0.9351351,0.9189189
AC,0.034749035,0.06563707,0.21621622,0.23552124,0.3976834,0.3976834,0.9498069,0.976834
SP,0.031496063,0.14173229,0.22047244,0.22834645,0.5905512,0.0,0.9527559,0.96062994
AC,0.02538071,0.015228426,0.13705584,0.2994924,0.56852794,0.56852794,0.9593909,0.97461927
SP,0.0754717,0.18867925,0.3773585,0.3773585,0.5974843,0.0,0.8993711,0.8930818
SP,0.040983606,0.040983606,0.26229507,0.25409836,0.5,0.0,0.93442625,0.91803277
AC,0.05925926,0.21481481,0.36296296,0.4814815,0.6074074,0.65925926,0.9037037,0.9111111
AC,0.06926407,0.077922076,0.103896104,0.2034632,0.77922076,0.6233766,0.93939394,0.93073595
AC,0.06030151,0.16080402,0.12060302,0.2562814,0.5427136,0.7085427,0.9698492,0.9849246
SP,0.027210884,0.11564626,0.3537415,0.36734694,0.79591835,0.0,0.95238096,0.9727891
SP,0.033783782,0.3243243,0.19594595,0.45945945,0.5337838,0.0,0.9527027,0.9527027
SP,0.07189543,0.1503268,0.23529412,0.49673203,0.6797386,0.0,0.9477124,0.9477124
AC,0.062111802,0.06832298,0.14285715,0.22360249,0.50931674,0.41614908,0.9689441,0.9689441
AC,0.037433155,0.22994652,0.16042781,0.54010695,0.6042781,0.62566847,0.973262,0.9786096
SP,0.09448819,0.16535433,0.46456692,0.47244096,0.8031496,0.0,0.96062994,0.97637796
SP,0.13043478,0.23913044,0.35869566,0.3478261,0.48913044,0.0,0.95652175,0.8152174
SP,0.083769634,0.08900524,0.2513089,0.41884816,0.6753927,0.0,0.95811516,0.973822
SP,0.034188036,0.25641027,0.3931624,0.4017094,0.5555556,0.0,0.94017094,0.96581197
AC,0.039473683,0.04385965,0.13157895,0.27631578,0.7631579,0.42105263,0.9605263,0.9605263
AC,0.04255319,0.07801419,0.22695035,0.09929078,0.85106385,0.3617021,0.964539,0.9787234
AC,0.05292479,0.06128134,0.09192201,0.09192201,0.41504177,0.3259053,0.9832869,0.9832869
SP,0.019512195,0.12682927,0.3902439,0.25365853,0.7268293,0.0,0.9609756,0.9609756
SP,0.024844721,0.024844721,0.378882,0.378882,0.7204969,0.0,0.9378882,0.9130435
SP,0.07981221,0.09859155,0.26291078,0.26760563,0.64319247,0.0,0.9342723,0.9342723
SP,0.03809524,0.04761905,0.45714286,0.46666667,0.2857143,0.0,0.93333334,0.94285715
SP,0.056074765,0.056074765,0.5140187,0.5233645,0.7757009,0.0,0.95327103,0.9626168
AC,0.016172506,0.04851752,0.10512129,0.21832883,0.4393531,0.46091643,0.9730458,0.97574127
AC,0.08695652,0.17391305,0.5565217,0.5478261,0.38260868,0.71304345,0.9478261,0.9652174
AC,0.02266289,0.04532578,0.065155804,0.16997167,0.4957507,0.28328612,0.96033996,0.9915014
AC,0.047445256,0.054744527,0.11313868,0.1569343,0.47810218,0.23722628,0.959854,0.959854
AC,0.032352943,0.08529412,0.10294118,0.1,0.25,0.44411764,0.9705882,0.9882353
SP,0.039215688,0.43137255,0.32352942,0.54901963,0.627451,0.0,0.92156863,0.95098037
AC,0.033240996,0.08033241,0.18836565,0.1966759,0.3961219,0.51246536,0.966759,0.9501385
AC,0.01826484,0.10958904,0.0456621,0.35159817,0.5022831,0.51141554,0.9726027,0.9589041
SP,0.10752688,0.30107528,0.5591398,0.56989247,0.7311828,0.0,0.94623655,0.9569892
SP,0.07594936,0.49367088,0.6329114,0.65822786,0.37974682,0.0,0.835443,0.835443
SP,0.06521739,0.07608695,0.2826087,0.2826087,0.70652175,0.0,0.95108694,0.95108694
SP,0.046875,0.34375,0.265625,0.4296875,0.515625,0.0,0.953125,0.9609375
AC,0.018050542,0.054151624,0.20216607,0.20577617,0.38267148,0.7400722,0.9566787,0.9566787
SP,0.040892195,0.040892195,0.42007434,0.4163569,0.4684015,0.0,0.9628253,0.9628253
SP,0.028708134,0.057416268,0.27272728,0.3875598,0.53588516,0.0,0.9665072,0.97129184
SP,0.059210528,0.10526316,0.2236842,0.2236842,0.5065789,0.0,0.90789473,0.90789473
SP,0.08450704,0.1971831,0.29107982,0.2769953,0.5023474,0.0,0.97183096,0.98122066
AC,0.04232804,0.25396827,0.16931216,0.3068783,0.45502645,0.6984127,0.95238096,0.95238096
AC,0.05945946,0.13513513,0.28648648,0.28108108,0.41621622,0.53513515,0.96216214,0.9567568
AC,0.048076924,0.03846154,0.118589744,0.10897436,0.5480769,0.52884614,0.974359,0.974359
AC,0.03883495,0.012944984,0.106796116,0.103559874,0.394822,0.28478965,0.9773463,0.99029124
AC,0.026229508,0.10819672,0.25245902,0.25245902,0.39016393,0.37704918,0.9704918,0.9836066
SP,0.045045044,0.1891892,0.3153153,0.4774775,0.3963964,0.0,0.9009009,0.8918919
AC,0.029787235,0.2212766,0.11914894,0.24680851,0.47659576,0.38297874,0.96595746,0.9744681
SP,0.08108108,0.072072074,0.7117117,0.7117117,0.36936936,0.0,0.9189189,0.954955
SP,0.056410257,0.056410257,0.11794872,0.11794872,0.62051284,0.0,0.95897436,0.95384616
SP,0.04597701,0.22988506,0.41379312,0.54022986,0.6781609,0.0,0.8965517,0.8965517
SP,0.0661157,0.23966943,0.28099173,0.47933885,0.75206614,0.0,0.94214875,0.9504132
SP,0.05147059,0.31617647,0.40441176,0.4117647,0.7132353,0.0,0.9485294,0.9558824
SP,0.06451613,0.086021505,0.24731183,0.22580644,0.58064514,0.0,0.9354839,0.9354839
SP,0.05154639,0.05154639,0.3814433,0.3814433,0.58762884,0.0,0.8969072,0.8969072
SP,0.07964602,0.11504425,0.22123894,0.21238938,0.32743362,0.0,0.9026549,0.8938053
AC,0.018348623,0.06880734,0.28899083,0.28899083,0.70642203,0.47706422,0.98165137,0.940367
SP,0.03257329,0.117263846,0.16612378,0.16612378,0.63517916,0.0,0.9641694,0.98697066
AC,0.058558557,0.06306306,0.23873875,0.23873875,0.4054054,0.7387387,0.9774775,0.9594595
AC,0.01923077,0.071428575,0.14285715,0.1401099,0.3901099,0.36813188,0.97527474,0.9917582
AC,0.035353534,0.16161616,0.28787878,0.2929293,0.7373737,0.72727275,0.8787879,0.8737374
AC,0.029739777,0.078066915,0.18587361,0.18959108,0.4832714,0.44609666,0.9628253,0.9591078
AC,0.108843535,0.12244898,0.47619048,0.5986394,0.53061223,0.6666667,0.9455782,0.9591837
SP,0.089655176,0.2,0.44827586,0.4413793,0.64827585,0.0,0.9724138,0.9655172
SP,0.06593407,0.18681319,0.2967033,0.7912088,0.46153846,0.0,0.93406594,0.95604396
AC,0.017857144,0.11071429,0.2,0.2,0.6642857,0.2857143,0.96428573,0.98571426
AC,0.034188036,0.05982906,0.26495728,0.102564104,0.37606838,0.94871795,0.93162394,0.96581197
AC,0.037037037,0.21481481,0.4962963,0.56296295,0.8296296,0.84444445,0.91851854,0.97037035
SP,0.06666667,0.07777778,0.35555556,0.33333334,0.54444444,0.0,0.9111111,0.9222222
AC,0.044692736,0.273743,0.13407822,0.31843576,0.79888266,0.5642458,0.92178774,0.9776536
SP,0.055944055,0.1958042,0.13986014,0.54545456,0.74825174,0.0,0.9440559,0.9370629
SP,0.05263158,0.2263158,0.12631579,0.3263158,0.64736843,0.0,0.94736844,0.97894734
SP,0.044025157,0.056603774,0.16981132,0.6792453,0.754717,0.0,0.9496855,0.9622642
AC,0.04519774,0.13559322,0.19209039,0.36158192,0.59322035,0.49717513,0.94350284,0.9548023
AC,0.04680851,0.114893615,0.21276596,0.23404256,0.5659574,0.28085107,0.96595746,0.97021276
SP,0.05,0.075,0.20833333,0.275,0.375,0.0,0.96666664,0.9583333
SP,0.03809524,0.43809524,0.2761905,0.5809524,0.40952381,0.0,0.95238096,0.96190476
AC,0.030303031,0.2020202,0.33838382,0.3888889,0.5151515,0.5050505,0.959596,0.94949496
AC,0.033333335,0.13333334,0.41111112,0.41666666,0.68333334,0.7,0.93333334,0.93333334
AC,0.02366864,0.07692308,0.17159763,0.30769232,0.7810651,0.7751479,0.9467456,0.9585799
AC,0.048648648,0.11891892,0.17297298,0.16756757,0.6,0.66486484,0.96216214,0.95135134
SP,0.046332046,0.16216215,0.2007722,0.3976834,0.6833977,0.0,0.96138996,0.96525097
AC,0.01650165,0.02310231,0.11881188,0.122112215,0.44554454,0.17491749,0.9768977,0.990099
SP,0.042168673,0.036144577,0.15060242,0.24096386,0.60240966,0.0,0.9578313,0.9698795
SP,0.07913669,0.07194245,0.25179857,0.61870503,0.74820143,0.0,0.9352518,0.9784173
AC,0.048245613,0.14035088,0.13596492,0.21052632,0.5614035,0.59210527,0.9517544,0.96929824
AC,0.038997214,0.09192201,0.06685237,0.14206128,0.34261838,0.26740947,0.97214484,0.9860724
AC,0.05102041,0.05102041,0.33673468,0.3622449,0.57653064,0.6530612,0.9591837,0.9132653
AC,0.039087947,0.2703583,0.094462544,0.29641694,0.53094465,0.64820844,0.9837133,0.9837133
AC,0.031609196,0.07471264,0.057471264,0.1637931,0.31896552,0.37068966,0.9770115,0.9856322
AC,0.056497175,0.06779661,0.17514125,0.27118644,0.3502825,0.4915254,0.9548023,0.9548023
SP,0.06,0.37,0.25,0.64,0.88,0.0,0.96,0.95
AC,0.042944785,0.19018404,0.3190184,0.33128834,0.49079755,0.86503065,0.9447853,0.9447853
SP,0.17948718,0.1965812,0.44444445,0.42735043,0.6923077,0.0,0.94871795,0.94017094
SP,0.056179777,0.30898875,0.21910113,0.33146068,0.8033708,0.0,0.9550562,0.9775281
SP,0.05511811,0.070866145,0.16535433,0.1496063,0.511811,0.0,0.96062994,0.96062994
SP,0.054421768,0.30612245,0.4489796,0.6530612,0.7346939,0.0,0.9183673,0.9319728
SP,0.088,0.152,0.392,0.384,0.824,0.0,0.92,0.928
AC,0.023715414,0.019762846,0.27272728,0.3952569,0.5928854,0.62450594,0.96837944,0.97628456
AC,0.028673835,0.16845877,0.12544803,0.3154122,0.516129,0.41218638,0.953405,0.9498208
AC,0.04784689,0.15789473,0.24880382,0.24880382,0.48803827,0.50239235,0.97129184,0.98564595
SP,0.05322129,0.05882353,0.2464986,0.24369748,0.33893558,0.0,0.97759104,0.9859944
AC,0.032432433,0.032432433,0.113513514,0.1027027,0.73513514,0.6918919,0.972973,0.97837836
AC,0.049723756,0.17127071,0.110497236,0.35911602,0.65745854,0.46961325,0.92265195,0.9116022
AC,0.025423728,0.11440678,0.23728813,0.24152543,0.66101694,0.4915254,0.94067794,0.94067794
AC,0.017857144,0.071428575,0.125,0.2,0.30357143,0.3392857,0.9607143,0.9607143
SP,0.04918033,0.057377048,0.28688523,0.5409836,0.6557377,0.0,0.8442623,0.8442623
SP,0.07878788,0.07878788,0.29090908,0.4060606,0.47272727,0.0,0.92121214,0.90909094
AC,0.09012876,0.10729614,0.36051503,0.36051503,0.57081544,0.4248927,0.91845495,0.91845495
SP,0.09356725,0.09356725,0.34502923,0.33918127,0.5614035,0.0,0.94152045,0.9356725
AC,0.019283747,0.044077136,0.14876033,0.14876033,0.2644628,0.44903582,0.9752066,0.9724518
SP,0.072164945,0.15979381,0.39175257,0.39175257,0.6546392,0.0,0.9536083,0.9484536
SP,0.05263158,0.06315789,0.5473684,0.57894737,0.7368421,0.0,0.85263157,0.94736844
SP,0.034782607,0.3652174,0.6347826,0.6347826,0.3652174,0.0,0.9478261,0.9652174
SP,0.116504855,0.1262136,0.57281554,0.5825243,0.7184466,0.0,0.9029126,0.9126214
AC,0.06382979,0.14893617,0.61702126,0.5851064,0.43617022,0.60638297,0.89361703,0.9361702
AC,0.014409222,0.08933718,0.16138329,0.16426513,0.3775216,0.38040346,0.9769452,0.9769452
SP,0.057471264,0.37931034,0.6321839,0.6436782,0.7816092,0.0,0.9310345,0.954023
SP,0.031847134,0.21656051,0.4713376,0.4713376,0.8089172,0.0,0.9681529,0.9745223
AC,0.02538071,0.07614213,0.3147208,0.35532996,0.6852792,0.56345177,0.964467,0.9543147
SP,0.09701493,0.26119402,0.3955224,0.3880597,0.74626863,0.0,0.95522386,0.9701493
AC,0.076,0.176,0.308,0.296,0.708,0.588,0.964,0.964
SP,0.033898305,0.21186441,0.3983051,0.44067797,0.58474576,0.0,0.91525424,0.91525424
SP,0.13114753,0.24590164,0.45081967,0.44262296,0.795082,0.0,0.9672131,0.9672131
SP,0.077922076,0.19480519,0.2857143,0.2857143,0.46753246,0.0,0.9220779,0.9480519
AC,0.019417476,0.1699029,0.28640777,0.27669904,0.6407767,0.7669903,0.9514563,0.97572815
SP,0.030303031,0.21969697,0.4318182,0.4318182,0.5681818,0.0,0.9318182,0.92424244
AC,0.031446543,0.1446541,0.28301886,0.2893082,0.35220125,0.4465409,0.9433962,0.9622642
SP,0.07964602,0.27433628,0.38938054,0.40707964,0.5575221,0.0,0.94690263,0.9557522
AC,0.04054054,0.11486486,0.33783785,0.31756756,0.6756757,0.722973,0.9391892,0.9527027
SP,0.029761905,0.0952381,0.4702381,0.47619048,0.6845238,0.0,0.97619045,0.95238096
SP,0.08988764,0.30337077,0.56179774,0.56179774,0.42696628,0.0,0.8988764,0.8988764
AC,0.021680217,0.03794038,0.14634146,0.15718158,0.28184283,0.23306233,0.9891599,0.9918699
AC,0.02112676,0.014084507,0.09154929,0.09154929,0.5140845,0.36619717,0.9683099,0.9683099
SP,0.041666668,0.041666668,0.5416667,0.5208333,0.7395833,0.0,0.875,0.875
SP,0.048611112,0.27083334,0.36805555,0.36805555,0.5416667,0.0,0.8888889,0.8888889
SP,0.101265825,0.12658228,0.30379745,0.29113925,0.5949367,0.0,0.93670887,0.9493671
SP,0.06315789,0.07368421,0.28421053,0.2736842,0.43157893,0.0,0.8842105,0.8736842
SP,0.054945055,0.23076923,0.50549453,0.61538464,0.32967034,0.0,0.93406594,0.94505495
AC,0.034920637,0.028571429,0.1904762,0.1936508,0.4984127,0.35555556,0.9714286,0.9809524
SP,0.018450184,0.029520296,0.22509225,0.22140221,0.6273063,0.0,0.94464946,0.94464946
AC,0.025735294,0.036764707,0.18382353,0.1875,0.4595588,0.35661766,0.9522059,0.9558824
SP,0.03816794,0.14503817,0.34351146,0.34351146,0.89312977,0.0,0.96183205,0.9694657
AC,0.08609272,0.09271523,0.3576159,0.46357617,0.53642386,0.6490066,0.9470199,0.9668874
AC,0.09375,0.1125,0.15625,0.14375,0.59375,0.30625,0.93125,0.975
SP,0.103896104,0.4935065,0.6753247,0.6753247,0.46753246,0.0,0.8701299,0.9350649
AC,0.028571429,0.04489796,0.07755102,0.08571429,0.6204082,0.22857143,0.9714286,0.96734697
AC,0.055276383,0.04522613,0.39698493,0.4120603,0.6683417,0.6532663,0.92462313,0.9798995
AC,0.036900368,0.10332103,0.1402214,0.1402214,0.48708487,0.36162362,0.9815498,0.9815498
AC,0.0472973,0.1418919,0.24324325,0.24324325,0.6689189,0.7567568,0.9324324,0.9662162
SP,0.20689656,0.22758621,0.28965518,0.4275862,0.8344827,0.0,0.9517241,0.9655172
SP,0.06030151,0.1557789,0.11557789,0.2763819,0.5829146,0.0,0.95477384,0.83919597
AC,0.040462427,0.098265894,0.27745664,0.28901735,0.6473988,0.867052,0.9364162,0.95953757
SP,0.042372882,0.23728813,0.45762712,0.4661017,0.5508475,0.0,0.94067794,0.9576271
SP,0.0754717,0.18867925,0.1509434,0.5471698,0.44339624,0.0,0.9433962,0.9528302
AC,0.062068965,0.07586207,0.4275862,0.537931,0.80689657,0.76551723,0.95862067,0.9724138
SP,0.026143791,0.21568628,0.3529412,0.3529412,0.7647059,0.0,0.9477124,0.9477124
SP,0.048543688,0.067961164,0.5436893,0.5631068,0.36893204,0.0,0.93203884,0.94174755
SP,0.060869563,0.24347825,0.42608696,0.6869565,0.59130436,0.0,0.9652174,0.973913
AC,0.10135135,0.10810811,0.20945945,0.21621622,0.7027027,0.5405405,0.9324324,0.9527027
SP,0.16793893,0.16793893,0.259542,0.26717559,0.3816794,0.0,0.9465649,0.9465649
SP,0.054054055,0.067567565,0.6621622,0.6621622,0.4054054,0.0,0.8513514,0.9324324
AC,0.021857923,0.021857923,0.07650273,0.07650273,0.6939891,0.28961748,0.9672131,0.9672131
SP,0.11038961,0.116883114,0.32467532,0.35714287,0.53246754,0.0,0.8831169,0.8766234
SP,0.065789476,0.17105263,0.27631578,0.27631578,0.38157895,0.0,0.93421054,0.93421054
SP,0.08080808,0.35353535,0.22222222,0.4848485,0.68686867,0.0,0.86868685,0.8787879
AC,0.022304833,0.063197024,0.133829,0.13011153,0.42007434,0.464684,0.9702602,0.98141265
AC,0.029761905,0.15476191,0.30357143,0.30357143,0.6130952,0.7202381,0.9583333,0.9702381
SP,0.050314464,0.2893082,0.1572327,0.5345912,0.8050314,0.0,0.9308176,0.9245283
SP,0.042016808,0.15126051,0.24369748,0.49579832,0.60504204,0.0,0.9327731,0.94957983
SP,0.041284405,0.055045873,0.110091746,0.1146789,0.6284404,0.0,0.9770642,0.9770642
AC,0.023738872,0.09495549,0.20474778,0.1810089,0.34421366,0.35311574,0.9851632,0.9910979
AC,0.02538071,0.21827412,0.27918783,0.39086294,0.84263957,0.5177665,0.9593909,0.9492386
AC,0.015479876,0.012383901,0.108359136,0.108359136,0.44582042,0.4489164,0.9659443,0.98142415
SP,0.06410257,0.24358974,0.37179488,0.35897437,0.525641,0.0,0.9230769,0.9358974
SP,0.04109589,0.16438356,0.34246576,0.34931508,0.82191783,0.0,0.93835616,0.9246575
SP,0.056074765,0.317757,0.43925235,0.55140185,0.5046729,0.0,0.9626168,0.9626168
SP,0.09677419,0.4408602,0.5483871,0.5591398,0.43010753,0.0,0.94623655,0.9677419
AC,0.08024691,0.09876543,0.30246913,0.28395063,0.45061728,0.537037,0.95679015,0.962963
AC,0.09090909,0.096969694,0.3090909,0.3030303,0.6060606,0.6484848,0.969697,0.9757576
